Tour,surface,best_of,w_dk_score,l_dk_score,WIO,LIO,straight_sets
ATP,Clay,3,73.5,25.25,0.737864078,0.262135922,0
ATP,Clay,3,73.5,19.5,0.737864078,0.262135922,1
WTA,Clay,3,75.5,22.75,0.413461538,0.586538462,0
WTA,Grass,3,75.5,17,0.388349515,0.611650485,1
ATP,Clay,3,73.5,24,0.737864078,0.262135922,1
ATP,Hard,3,73,19,0.737864078,0.262135922,1
WTA,Hard,3,75.5,17,0.368932039,0.631067961,1
ATP,Grass,3,72.75,18.75,0.737864078,0.262135922,1
WTA,Grass,3,75.5,17,0.359223301,0.640776699,1
WTA,Hard,3,75.5,16.25,0.349514563,0.650485437,1
ATP,Hard,3,72.5,23,0.737864078,0.262135922,0
ATP,Hard,3,72.25,18.25,0.737864078,0.262135922,1
WTA,Hard,3,75.5,21.5,0.333333333,0.666666667,0
ATP,Clay,3,72.25,18.25,0.737864078,0.262135922,1
WTA,Grass,3,75.5,17,0.242718447,0.757281553,1
ATP,Hard,3,72.25,18.25,0.737864078,0.262135922,1
ATP,Clay,3,72.25,18.25,0.737864078,0.262135922,1
ATP,Hard,3,72,18,0.737864078,0.262135922,1
ATP,Hard,5,75.4,16.2,0.931372549,0.068627451,1
ATP,Grass,5,75.4,16.2,0.843137255,0.156862745,1
ATP,Hard,5,75.4,16.2,0.745098039,0.254901961,1
ATP,Grass,5,75.4,16.2,0.696078431,0.303921569,1
ATP,Hard,5,75.4,15.7,0.640776699,0.359223301,1
ATP,Clay,5,75.4,16.2,0.631067961,0.368932039,1
ATP,Hard,5,75.4,16.2,0.59223301,0.40776699,1
ATP,Hard,5,75.4,16.2,0.549019608,0.450980392,1
ATP,Hard,5,75.4,16.2,0.450980392,0.549019608,1
ATP,Hard,5,75.4,15.7,0.401960784,0.598039216,1
ATP,Grass,5,75.4,16.2,0.333333333,0.666666667,1
ATP,Grass,5,75.4,15.7,0.174757282,0.825242718,1
ATP,Hard,5,75.3,16.1,0.950980392,0.049019608,1
ATP,Grass,5,75.3,16.1,0.941176471,0.058823529,1
ATP,Hard,5,75.3,16.1,0.911764706,0.088235294,1
ATP,Hard,5,75.3,16.8,0.87254902,0.12745098,0
ATP,Grass,5,75.3,16.1,0.854368932,0.145631068,1
ATP,Grass,5,75.3,16.1,0.81372549,0.18627451,1
ATP,Hard,5,75.3,16.1,0.766990291,0.233009709,1
ATP,Grass,5,75.3,16.1,0.72815534,0.27184466,1
ATP,Clay,5,75.3,16.1,0.676470588,0.323529412,1
ATP,Hard,5,75.3,16.6,0.637254902,0.362745098,1
ATP,Hard,5,75.3,16.1,0.62745098,0.37254902,1
ATP,Grass,5,75.3,16.1,0.572815534,0.427184466,1
ATP,Hard,5,75.3,16.1,0.460784314,0.539215686,1
ATP,Clay,5,75.3,16.8,0.401960784,0.598039216,0
ATP,Grass,5,75.3,16.1,0.388349515,0.611650485,1
ATP,Hard,5,75.3,16.1,0.368932039,0.631067961,1
ATP,Grass,5,75.3,16.1,0.196078431,0.803921569,1
WTA,Hard,3,75.25,20.5,0.922330097,0.077669903,1
WTA,Grass,3,75.25,20.5,0.873786408,0.126213592,1
ATP,Clay,3,72,18,0.737864078,0.262135922,1
WTA,Hard,3,75.25,21.25,0.774509804,0.225490196,1
WTA,Grass,3,75.25,21.25,0.747572816,0.252427184,0
WTA,Grass,3,75.25,21.25,0.718446602,0.281553398,0
WTA,Hard,3,75.25,21.25,0.718446602,0.281553398,0
WTA,Hard,3,75.25,20.5,0.650485437,0.349514563,1
WTA,Hard,3,75.25,20.5,0.647058824,0.352941176,1
WTA,Grass,3,75.25,20.5,0.621359223,0.378640777,1
WTA,Hard,3,75.25,27,0.524271845,0.475728155,0
ATP,Hard,3,71.5,17.5,0.737864078,0.262135922,1
WTA,Hard,3,75.25,21.25,0.490196078,0.509803922,0
WTA,Hard,3,75.25,21.25,0.417475728,0.582524272,1
WTA,Hard,3,75.25,21.25,0.368932039,0.631067961,1
ATP,Hard,3,71.5,17.5,0.737864078,0.262135922,1
WTA,Clay,3,75.25,20.5,0.27184466,0.72815534,1
ATP,Hard,3,71.5,17.5,0.737864078,0.262135922,1
ATP,Hard,5,75.2,21.9,0.902912621,0.097087379,0
ATP,Grass,5,75.2,19.6,0.873786408,0.126213592,1
ATP,Hard,5,75.2,20.1,0.87254902,0.12745098,1
ATP,Hard,5,75.2,19.6,0.786407767,0.213592233,1
ATP,Grass,5,75.2,16.5,0.598039216,0.401960784,1
ATP,Hard,5,75.2,19.6,0.524271845,0.475728155,1
ATP,Hard,5,75.1,20,0.553398058,0.446601942,1
ATP,Hard,5,75.1,19.5,0.359223301,0.640776699,1
WTA,Hard,3,75,21,0.951456311,0.048543689,1
ATP,Clay,3,71.5,22,0.737864078,0.262135922,0
WTA,Hard,3,75,15.75,0.932038835,0.067961165,1
WTA,Grass,3,75,15.75,0.941176471,0.058823529,1
WTA,Hard,3,75,15.75,0.911764706,0.088235294,1
WTA,Grass,3,75,15.75,0.911764706,0.088235294,1
ATP,Grass,3,71.5,17.5,0.737864078,0.262135922,1
WTA,Hard,3,75,15.75,0.884615385,0.115384615,1
WTA,Hard,3,75,21,0.893203883,0.106796117,1
WTA,Hard,3,75,21,0.883495146,0.116504854,1
WTA,Grass,3,75,15.75,0.883495146,0.116504854,1
ATP,Hard,3,70.75,21.25,0.737864078,0.262135922,1
ATP,Clay,3,70.25,20.75,0.737864078,0.262135922,1
ATP,Hard,3,70.25,20.75,0.737864078,0.262135922,1
ATP,Clay,3,70.25,20.75,0.737864078,0.262135922,1
WTA,Hard,3,75,15.75,0.87254902,0.12745098,1
ATP,Hard,3,69.5,20,0.737864078,0.262135922,1
WTA,Hard,3,75,15.75,0.862745098,0.137254902,1
WTA,Hard,3,75,21,0.854368932,0.145631068,1
ATP,Hard,3,69.5,20,0.737864078,0.262135922,1
ATP,Hard,3,69.25,20.5,0.737864078,0.262135922,1
ATP,Hard,3,69.25,20.5,0.737864078,0.262135922,1
WTA,Hard,3,75,15.75,0.844660194,0.155339806,1
ATP,Clay,3,68.75,24.5,0.737864078,0.262135922,1
WTA,Hard,3,75,20.25,0.843137255,0.156862745,1
WTA,Hard,3,75,15.75,0.834951456,0.165048544,1
ATP,Hard,3,68.5,24.25,0.737864078,0.262135922,0
ATP,Grass,3,68,23.75,0.737864078,0.262135922,1
WTA,Hard,3,75,15.75,0.833333333,0.166666667,1
WTA,Hard,3,75,15.75,0.825242718,0.174757282,1
WTA,Grass,3,75,20.25,0.833333333,0.166666667,1
WTA,Grass,3,75,15.75,0.833333333,0.166666667,1
ATP,Hard,3,67.25,23,0.737864078,0.262135922,1
ATP,Hard,3,66,36.75,0.737864078,0.262135922,0
ATP,Hard,3,65.75,26.75,0.737864078,0.262135922,1
ATP,Clay,3,65.75,26.75,0.737864078,0.262135922,0
WTA,Hard,3,75,15.75,0.825242718,0.174757282,1
ATP,Hard,3,65.25,30.75,0.737864078,0.262135922,0
ATP,Hard,3,65.25,26.25,0.737864078,0.262135922,0
ATP,Grass,3,65.25,26.25,0.737864078,0.262135922,0
WTA,Clay,3,75,15.75,0.815533981,0.184466019,1
ATP,Clay,3,64.75,30.25,0.737864078,0.262135922,0
WTA,Hard,3,75,15.75,0.81372549,0.18627451,1
WTA,Hard,3,75,15.75,0.81372549,0.18627451,1
ATP,Hard,3,64.5,30,0.737864078,0.262135922,0
ATP,Grass,3,64.25,29,0.737864078,0.262135922,0
WTA,Hard,3,75,15.75,0.805825243,0.194174757,1
ATP,Clay,3,59,39.5,0.737864078,0.262135922,0
ATP,Grass,3,58.5,39,0.737864078,0.262135922,0
ATP,Clay,5,75,20.6,0.803921569,0.196078431,0
WTA,Hard,3,75,15.75,0.796116505,0.203883495,1
WTA,Hard,3,75,15.75,0.803921569,0.196078431,1
WTA,Hard,3,75,15.75,0.794117647,0.205882353,1
WTA,Hard,3,75,15.75,0.794117647,0.205882353,1
ATP,Hard,3,58,33.25,0.737864078,0.262135922,0
ATP,Hard,3,58,37.25,0.737864078,0.262135922,0
ATP,Clay,3,58,33.25,0.737864078,0.262135922,0
WTA,Grass,3,75,15.75,0.776699029,0.223300971,1
ATP,Hard,3,57.75,38.25,0.737864078,0.262135922,0
ATP,Clay,3,57.75,38.25,0.737864078,0.262135922,0
ATP,Grass,3,54.75,40.5,0.737864078,0.262135922,0
ATP,Hard,3,89.75,2.5,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.774509804,0.225490196,1
WTA,Hard,3,75,15.75,0.774509804,0.225490196,1
WTA,Hard,3,75,20.25,0.766990291,0.233009709,1
ATP,Hard,3,87.75,5,0.735294118,0.264705882,1
WTA,Grass,3,75,15.75,0.766990291,0.233009709,1
WTA,Grass,3,75,15.75,0.766990291,0.233009709,1
WTA,Grass,3,75,15.75,0.774509804,0.225490196,1
WTA,Grass,3,75,15.75,0.774509804,0.225490196,1
ATP,Hard,3,82.5,8.25,0.735294118,0.264705882,1
ATP,Hard,3,81,7.5,0.735294118,0.264705882,1
ATP,Clay,3,81,7.5,0.735294118,0.264705882,1
ATP,Hard,3,79.75,10.75,0.735294118,0.264705882,1
ATP,Clay,3,79,10,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.747572816,0.252427184,1
WTA,Hard,3,75,21,0.747572816,0.252427184,1
ATP,Hard,3,77.5,13.75,0.735294118,0.264705882,1
ATP,Clay,3,77,13.25,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.737864078,0.262135922,1
WTA,Hard,3,75,15.75,0.737864078,0.262135922,1
WTA,Grass,3,75,15.75,0.745098039,0.254901961,1
ATP,Hard,5,75,20.6,0.737864078,0.262135922,0
ATP,Clay,3,76.5,17.25,0.735294118,0.264705882,1
WTA,Grass,3,75,15.75,0.737864078,0.262135922,1
WTA,Grass,3,75,15.75,0.72815534,0.27184466,1
ATP,Hard,3,76.25,12.5,0.735294118,0.264705882,1
ATP,Hard,3,76.25,12.5,0.735294118,0.264705882,1
WTA,Hard,3,75,20.25,0.721153846,0.278846154,1
WTA,Hard,3,75,15.75,0.72815534,0.27184466,1
WTA,Grass,3,75,15.75,0.72815534,0.27184466,1
ATP,Hard,3,75.5,16.25,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.725490196,0.274509804,1
ATP,Hard,3,75.5,16.25,0.735294118,0.264705882,1
WTA,Grass,3,75,15.75,0.711538462,0.288461538,1
ATP,Clay,3,75.5,16.25,0.735294118,0.264705882,1
ATP,Clay,3,75.5,17,0.735294118,0.264705882,1
WTA,Hard,3,75,21,0.708737864,0.291262136,1
ATP,Hard,3,74.75,15.5,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.705882353,0.294117647,1
WTA,Grass,3,75,15.75,0.699029126,0.300970874,1
WTA,Grass,3,75,15.75,0.699029126,0.300970874,1
ATP,Hard,3,74.25,15,0.735294118,0.264705882,1
ATP,Hard,3,74.25,15,0.735294118,0.264705882,1
WTA,Hard,3,75,21,0.699029126,0.300970874,1
WTA,Hard,3,75,15.75,0.699029126,0.300970874,1
ATP,Hard,3,74,15.5,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.696078431,0.303921569,1
WTA,Hard,3,75,15.75,0.696078431,0.303921569,1
ATP,Clay,3,73.5,19.5,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.689320388,0.310679612,1
WTA,Hard,3,75,15.75,0.696078431,0.303921569,1
WTA,Hard,3,75,15.75,0.693069307,0.306930693,1
ATP,Hard,3,72.25,18.25,0.735294118,0.264705882,1
ATP,Hard,3,72.25,18.25,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.67961165,0.32038835,1
WTA,Hard,3,75,15.75,0.67961165,0.32038835,1
WTA,Hard,3,75,15.75,0.67961165,0.32038835,1
WTA,Hard,3,75,15.75,0.67961165,0.32038835,1
WTA,Hard,3,75,15.75,0.676470588,0.323529412,1
WTA,Hard,3,75,15.75,0.676470588,0.323529412,1
WTA,Hard,3,75,15.75,0.683168317,0.316831683,1
ATP,Hard,3,72.25,18.25,0.735294118,0.264705882,1
ATP,Hard,3,71.5,17.5,0.735294118,0.264705882,1
ATP,Clay,3,71.5,17.5,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.669902913,0.330097087,1
WTA,Grass,3,75,15.75,0.669902913,0.330097087,1
ATP,Hard,5,75,20.1,0.666666667,0.333333333,0
ATP,Clay,3,71.5,19,0.735294118,0.264705882,1
ATP,Clay,3,70.75,21.25,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.666666667,0.333333333,1
WTA,Grass,3,75,15.75,0.666666667,0.333333333,1
ATP,Hard,3,70,20.5,0.735294118,0.264705882,1
ATP,Clay,3,70,20.5,0.735294118,0.264705882,1
ATP,Hard,3,69.5,20,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.666666667,0.333333333,1
ATP,Clay,3,69.25,25,0.735294118,0.264705882,1
WTA,Grass,3,75,20.25,0.660194175,0.339805825,1
ATP,Grass,3,69.25,20.5,0.735294118,0.264705882,1
ATP,Hard,3,68.75,24.5,0.735294118,0.264705882,1
ATP,Grass,3,68.75,24.5,0.735294118,0.264705882,1
WTA,Hard,3,75,21,0.650485437,0.349514563,1
WTA,Hard,3,75,20.25,0.647058824,0.352941176,1
WTA,Hard,3,75,15.75,0.647058824,0.352941176,1
WTA,Hard,3,75,21,0.640776699,0.359223301,1
ATP,Hard,3,68.5,24.25,0.735294118,0.264705882,1
ATP,Hard,3,67.25,23,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.643564356,0.356435644,1
WTA,Grass,3,75,15.75,0.637254902,0.362745098,1
ATP,Hard,3,67.25,23,0.735294118,0.264705882,1
WTA,Hard,3,75,15.75,0.637254902,0.362745098,1
WTA,Grass,3,75,21,0.637254902,0.362745098,1
WTA,Hard,3,75,21,0.631067961,0.368932039,1
WTA,Grass,3,75,15.75,0.631067961,0.368932039,1
ATP,Clay,3,64.75,30.25,0.735294118,0.264705882,0
ATP,Hard,3,64.5,30,0.735294118,0.264705882,0
ATP,Clay,3,64.25,34.25,0.735294118,0.264705882,0
ATP,Hard,3,63,34.25,0.735294118,0.264705882,0
ATP,Hard,3,62,32,0.735294118,0.264705882,0
WTA,Hard,3,75,15.75,0.621359223,0.378640777,1
WTA,Hard,3,75,21,0.621359223,0.378640777,1
WTA,Grass,3,75,15.75,0.621359223,0.378640777,1
ATP,Hard,3,61,31.75,0.735294118,0.264705882,0
WTA,Hard,3,75,15.75,0.617647059,0.382352941,1
WTA,Hard,3,75,20.25,0.611650485,0.388349515,1
WTA,Hard,3,75,15.75,0.617647059,0.382352941,1
ATP,Clay,3,61,31.75,0.735294118,0.264705882,0
WTA,Hard,3,75,15.75,0.611650485,0.388349515,1
WTA,Hard,3,75,15.75,0.611650485,0.388349515,1
ATP,Clay,3,59.5,40,0.735294118,0.264705882,0
WTA,Hard,3,75,15.75,0.611650485,0.388349515,1
WTA,Grass,3,75,15.75,0.611650485,0.388349515,1
WTA,Hard,3,75,15.75,0.607843137,0.392156863,1
WTA,Hard,3,75,21,0.601941748,0.398058252,1
ATP,Hard,3,50.75,41,0.735294118,0.264705882,0
WTA,Hard,3,75,21,0.59223301,0.40776699,1
ATP,Hard,3,85,7.5,0.72815534,0.27184466,1
ATP,Hard,3,83,10,0.72815534,0.27184466,1
ATP,Hard,3,82.5,8.25,0.72815534,0.27184466,1
ATP,Hard,3,81.75,8.25,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.59223301,0.40776699,1
WTA,Hard,3,75,21,0.59223301,0.40776699,1
ATP,Hard,3,81,7.5,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.582524272,0.417475728,1
WTA,Hard,3,75,15.75,0.588235294,0.411764706,1
WTA,Hard,3,75,21,0.588235294,0.411764706,1
ATP,Hard,3,80.75,13,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.582524272,0.417475728,1
ATP,Hard,3,80.5,11.5,0.72815534,0.27184466,1
ATP,Hard,3,80.5,11.5,0.72815534,0.27184466,1
ATP,Hard,3,79,10,0.72815534,0.27184466,1
WTA,Grass,3,75,15.75,0.588235294,0.411764706,1
ATP,Hard,3,78.25,13.75,0.72815534,0.27184466,1
WTA,Hard,3,75,21,0.572815534,0.427184466,1
WTA,Hard,3,75,15.75,0.572815534,0.427184466,1
ATP,Hard,3,77.75,13.25,0.72815534,0.27184466,1
ATP,Clay,3,77.75,14,0.72815534,0.27184466,1
ATP,Hard,3,77,12.5,0.72815534,0.27184466,1
WTA,Clay,3,75,15.75,0.578431373,0.421568627,1
ATP,Grass,3,77,12.5,0.72815534,0.27184466,1
ATP,Hard,3,77,12.5,0.72815534,0.27184466,1
ATP,Hard,3,77,13.25,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.572815534,0.427184466,1
ATP,Hard,3,77,13.25,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.563106796,0.436893204,1
WTA,Hard,3,75,15.75,0.563106796,0.436893204,1
WTA,Hard,3,75,15.75,0.568627451,0.431372549,1
ATP,Clay,3,77,13.25,0.72815534,0.27184466,1
ATP,Clay,3,76.25,12.5,0.72815534,0.27184466,1
ATP,Grass,3,76.25,12.5,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.553398058,0.446601942,1
WTA,Hard,3,75,15.75,0.558823529,0.441176471,1
WTA,Grass,3,75,15.75,0.553398058,0.446601942,1
WTA,Clay,3,75,15.75,0.558823529,0.441176471,1
ATP,Clay,3,75.75,16.5,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.553398058,0.446601942,1
ATP,Hard,3,75.5,16.25,0.72815534,0.27184466,1
ATP,Hard,3,75.5,16.25,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.54368932,0.45631068,1
ATP,Clay,3,75.5,16.25,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.533980583,0.466019417,1
ATP,Clay,3,75.5,16.25,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.533980583,0.466019417,1
WTA,Hard,3,75,15.75,0.524271845,0.475728155,1
WTA,Hard,3,75,15.75,0.529411765,0.470588235,1
ATP,Hard,3,75,15.75,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.514563107,0.485436893,1
WTA,Hard,3,75,20.25,0.514563107,0.485436893,1
WTA,Hard,3,75,15.75,0.514563107,0.485436893,1
WTA,Hard,3,75,15.75,0.509803922,0.490196078,1
ATP,Clay,3,75,15.75,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.504854369,0.495145631,1
ATP,Clay,3,74.75,15.5,0.72815534,0.27184466,1
ATP,Grass,3,74.75,16.25,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.504854369,0.495145631,1
WTA,Hard,3,75,15.75,0.5,0.5,1
ATP,Clay,3,74.75,15.5,0.72815534,0.27184466,1
ATP,Hard,3,74.25,15,0.72815534,0.27184466,1
WTA,Grass,3,75,15.75,0.5,0.5,1
ATP,Grass,3,74.25,15,0.72815534,0.27184466,1
ATP,Hard,3,73,19,0.72815534,0.27184466,1
ATP,Clay,3,72.75,18.75,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.490196078,0.509803922,1
ATP,Hard,3,72.75,18.75,0.72815534,0.27184466,1
ATP,Clay,3,72.75,18.75,0.72815534,0.27184466,1
ATP,Hard,3,72.25,17.5,0.72815534,0.27184466,1
ATP,Hard,3,72,18,0.72815534,0.27184466,1
ATP,Hard,3,72,18,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.471153846,0.528846154,1
ATP,Hard,3,72,18,0.72815534,0.27184466,1
WTA,Hard,3,75,20.25,0.466019417,0.533980583,1
WTA,Hard,3,75,15.75,0.466019417,0.533980583,1
WTA,Grass,3,75,26.75,0.461538462,0.538461538,0
ATP,Clay,3,71.5,17.5,0.72815534,0.27184466,1
WTA,Clay,3,75,15.75,0.460784314,0.539215686,1
ATP,Grass,3,71.5,22,0.72815534,0.27184466,1
WTA,Grass,3,75,15.75,0.460784314,0.539215686,1
ATP,Clay,3,71.25,28.25,0.72815534,0.27184466,0
ATP,Hard,3,70.75,21.25,0.72815534,0.27184466,1
WTA,Clay,3,75,15.75,0.45631068,0.54368932,1
WTA,Grass,3,75,15.75,0.45631068,0.54368932,1
ATP,Hard,3,70,21.25,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.446601942,0.553398058,1
WTA,Grass,3,75,15.75,0.446601942,0.553398058,1
ATP,Hard,3,70,21.25,0.72815534,0.27184466,0
WTA,Grass,3,75,15.75,0.441176471,0.558823529,1
ATP,Hard,3,69.5,20,0.72815534,0.27184466,1
ATP,Hard,3,69.5,20,0.72815534,0.27184466,1
WTA,Hard,3,75,20.25,0.441176471,0.558823529,1
WTA,Grass,3,75,15.75,0.441176471,0.558823529,1
ATP,Grass,3,69.5,20,0.72815534,0.27184466,1
ATP,Hard,3,69.25,20.5,0.72815534,0.27184466,1
WTA,Hard,3,75,21,0.441176471,0.558823529,1
WTA,Hard,3,75,15.75,0.441176471,0.558823529,1
ATP,Clay,3,69.25,29.5,0.72815534,0.27184466,0
ATP,Hard,3,68.75,24.5,0.72815534,0.27184466,1
WTA,Hard,3,75,21,0.431372549,0.568627451,1
ATP,Clay,3,68.75,24.5,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.427184466,0.572815534,1
ATP,Grass,3,68.75,24.5,0.72815534,0.27184466,1
ATP,Clay,3,68.5,30,0.72815534,0.27184466,0
ATP,Hard,3,68.5,24.25,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.417475728,0.582524272,1
ATP,Grass,3,68,23.75,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.417475728,0.582524272,1
WTA,Hard,3,75,15.75,0.417475728,0.582524272,1
ATP,Hard,3,67.25,23,0.72815534,0.27184466,1
ATP,Hard,3,67.25,23,0.72815534,0.27184466,1
WTA,Hard,3,75,15.75,0.417475728,0.582524272,1
WTA,Grass,3,75,15.75,0.413461538,0.586538462,1
ATP,Clay,3,67.25,28.25,0.72815534,0.27184466,1
ATP,Hard,3,67,27.25,0.72815534,0.27184466,0
WTA,Hard,3,75,15.75,0.40776699,0.59223301,1
WTA,Hard,3,75,21,0.401960784,0.598039216,1
ATP,Hard,3,65.75,26.75,0.72815534,0.27184466,0
ATP,Grass,3,65.25,26.25,0.72815534,0.27184466,0
WTA,Hard,3,75,21,0.398058252,0.601941748,1
WTA,Hard,3,75,15.75,0.421052632,0.578947368,1
WTA,Grass,3,75,21,0.388349515,0.611650485,1
ATP,Clay,3,64.25,29.75,0.72815534,0.27184466,0
ATP,Clay,3,64,29.5,0.72815534,0.27184466,0
ATP,Clay,3,63.25,34,0.72815534,0.27184466,0
ATP,Hard,3,62.75,33.5,0.72815534,0.27184466,0
WTA,Hard,3,75,15.75,0.362745098,0.637254902,1
ATP,Hard,3,61.25,32,0.72815534,0.27184466,0
WTA,Hard,3,75,15.75,0.359223301,0.640776699,1
ATP,Clay,3,61.25,32.75,0.72815534,0.27184466,0
WTA,Grass,3,75,15.75,0.362745098,0.637254902,1
ATP,Grass,3,60.5,31.25,0.72815534,0.27184466,0
WTA,Hard,3,75,15.75,0.349514563,0.650485437,1
WTA,Hard,3,75,21,0.349514563,0.650485437,1
WTA,Hard,3,75,15.75,0.342857143,0.657142857,1
ATP,Hard,3,59,34.25,0.72815534,0.27184466,0
WTA,Grass,3,75,21,0.349514563,0.650485437,1
ATP,Hard,3,56.75,37.25,0.72815534,0.27184466,0
ATP,Clay,3,56,36.5,0.72815534,0.27184466,0
WTA,Hard,3,75,15.75,0.323529412,0.676470588,1
ATP,Hard,3,54.75,40.5,0.72815534,0.27184466,0
WTA,Hard,3,75,15.75,0.32038835,0.67961165,1
WTA,Grass,3,75,15.75,0.32038835,0.67961165,1
WTA,Hard,3,75,15.75,0.31372549,0.68627451,1
WTA,Hard,3,75,15.75,0.310679612,0.689320388,1
WTA,Grass,3,75,15.75,0.310679612,0.689320388,1
WTA,Hard,3,75,15.75,0.294117647,0.705882353,1
ATP,Clay,3,50.75,46.25,0.72815534,0.27184466,0
ATP,Hard,3,65,26,0.727272727,0.272727273,1
WTA,Hard,3,75,15.75,0.262135922,0.737864078,1
WTA,Hard,3,75,21,0.262135922,0.737864078,1
WTA,Hard,3,75,15.75,0.245098039,0.754901961,1
WTA,Hard,3,75,15.75,0.242718447,0.757281553,1
WTA,Hard,3,75,15.75,0.235294118,0.764705882,1
WTA,Hard,3,75,21,0.233009709,0.766990291,1
WTA,Grass,3,75,15.75,0.223300971,0.776699029,1
WTA,Hard,3,75,15.75,0.205882353,0.794117647,1
WTA,Grass,3,75,15.75,0.196078431,0.803921569,1
WTA,Hard,3,75,15.75,0.18627451,0.81372549,1
ATP,Grass,3,79.75,10.75,0.725490196,0.274509804,1
ATP,Clay,3,79.25,14.75,0.725490196,0.274509804,1
WTA,Hard,3,75,15.75,0.116504854,0.883495146,1
ATP,Hard,5,74.9,15.7,0.961165049,0.038834951,1
ATP,Clay,5,74.9,15.7,0.961165049,0.038834951,1
ATP,Grass,5,74.9,16.4,0.961165049,0.038834951,0
ATP,Hard,5,74.9,15.7,0.941747573,0.058252427,1
ATP,Clay,5,74.9,20,0.921568627,0.078431373,0
ATP,Grass,5,74.9,15.7,0.911764706,0.088235294,1
ATP,Hard,5,74.9,15.7,0.774509804,0.225490196,1
ATP,Clay,5,74.9,16.4,0.637254902,0.362745098,0
ATP,Hard,5,74.8,16.1,0.941176471,0.058823529,1
ATP,Grass,5,74.8,16.1,0.911764706,0.088235294,1
ATP,Hard,5,74.8,16.1,0.862745098,0.137254902,1
ATP,Hard,5,74.8,16.1,0.833333333,0.166666667,1
ATP,Hard,5,74.8,16.1,0.735294118,0.264705882,1
WTA,Hard,3,74.75,20.75,0.932038835,0.067961165,0
WTA,Grass,3,74.75,15.5,0.922330097,0.077669903,1
ATP,Hard,3,79,10,0.725490196,0.274509804,1
ATP,Clay,3,77.75,14,0.725490196,0.274509804,1
ATP,Clay,3,77.75,13.25,0.725490196,0.274509804,1
ATP,Hard,3,75.75,16.5,0.725490196,0.274509804,1
ATP,Hard,3,75.5,16.25,0.725490196,0.274509804,1
ATP,Hard,3,74.25,15,0.725490196,0.274509804,1
ATP,Hard,3,74.25,15,0.725490196,0.274509804,1
ATP,Hard,3,72.75,18.75,0.725490196,0.274509804,1
WTA,Hard,3,74.75,26.5,0.854368932,0.145631068,0
ATP,Hard,3,72.75,18.75,0.725490196,0.274509804,1
ATP,Grass,3,72,18,0.725490196,0.274509804,1
WTA,Grass,3,74.75,15.5,0.844660194,0.155339806,1
ATP,Hard,3,71.5,17.5,0.725490196,0.274509804,1
ATP,Hard,3,71.5,17.5,0.725490196,0.274509804,1
ATP,Hard,3,71.5,17.5,0.725490196,0.274509804,1
ATP,Clay,3,71.5,22.75,0.725490196,0.274509804,0
ATP,Hard,3,71,22.25,0.725490196,0.274509804,0
ATP,Clay,3,70.75,22,0.725490196,0.274509804,1
ATP,Grass,3,70.75,21.25,0.725490196,0.274509804,1
ATP,Hard,3,70.25,20.75,0.725490196,0.274509804,1
WTA,Grass,3,74.75,16.25,0.796116505,0.203883495,1
ATP,Hard,3,70,21.25,0.725490196,0.274509804,1
ATP,Hard,3,70,20.5,0.725490196,0.274509804,1
WTA,Grass,3,74.75,15.5,0.776699029,0.223300971,1
ATP,Clay,3,70,20.5,0.725490196,0.274509804,1
ATP,Hard,3,69.5,20,0.725490196,0.274509804,1
WTA,Grass,3,74.75,22,0.745098039,0.254901961,0
ATP,Hard,3,68.75,24.5,0.725490196,0.274509804,1
ATP,Clay,3,68.75,24.5,0.725490196,0.274509804,1
