Tour,surface,best_of,w_dk_score,l_dk_score,WIO,LIO,straight_sets
WTA,Hard,3,66.75,27.75,0.796116505,0.203883495,0
WTA,Hard,3,66.75,27,0.796116505,0.203883495,0
ATP,Grass,3,61.75,31.75,0.495145631,0.504854369,0
ATP,Clay,3,61.5,32.25,0.495145631,0.504854369,0
WTA,Hard,3,66.75,32.25,0.766990291,0.233009709,0
WTA,Hard,3,66.75,27.75,0.766990291,0.233009709,0
WTA,Hard,3,66.75,36.75,0.766990291,0.233009709,0
WTA,Hard,3,66.75,27,0.764705882,0.235294118,0
ATP,Hard,3,58.75,34,0.495145631,0.504854369,0
ATP,Hard,3,58.25,34.25,0.495145631,0.504854369,0
WTA,Hard,3,66.75,32.25,0.72815534,0.27184466,0
WTA,Hard,3,66.75,37.5,0.72815534,0.27184466,0
WTA,Hard,3,66.75,27.75,0.72815534,0.27184466,0
WTA,Hard,3,66.75,33,0.715686275,0.284313725,0
WTA,Grass,3,66.75,32.25,0.705882353,0.294117647,0
ATP,Hard,3,58,33.25,0.495145631,0.504854369,0
ATP,Clay,3,56.5,37,0.495145631,0.504854369,0
WTA,Hard,3,66.75,32.25,0.666666667,0.333333333,0
WTA,Hard,3,66.75,27.75,0.660194175,0.339805825,0
WTA,Hard,3,66.75,27.75,0.617647059,0.382352941,0
ATP,Grass,3,55.75,36.25,0.495145631,0.504854369,0
WTA,Hard,3,66.75,27.75,0.582524272,0.417475728,0
WTA,Hard,3,66.75,32.25,0.553398058,0.446601942,0
WTA,Hard,3,66.75,27.75,0.54368932,0.45631068,0
WTA,Hard,3,66.75,32.75,0.514563107,0.485436893,0
ATP,Hard,3,54,39.75,0.495145631,0.504854369,0
WTA,Grass,3,66.75,27.75,0.504854369,0.495145631,0
ATP,Hard,3,53,38,0.495145631,0.504854369,0
ATP,Hard,3,66.75,32.25,0.495049505,0.504950495,0
WTA,Grass,3,66.75,27.75,0.475728155,0.524271845,0
WTA,Hard,3,66.75,27,0.45631068,0.54368932,0
ATP,Grass,3,74.25,20.25,0.490384615,0.509615385,1
WTA,Hard,3,66.75,31.5,0.427184466,0.572815534,0
WTA,Hard,3,66.75,27.75,0.421568627,0.578431373,0
WTA,Hard,3,66.75,32.25,0.398058252,0.601941748,0
WTA,Hard,3,66.75,27.75,0.392156863,0.607843137,0
ATP,Hard,3,75,20.25,0.490196078,0.509803922,1
ATP,Clay,3,74.25,15,0.490196078,0.509803922,1
WTA,Hard,3,66.75,27.75,0.352941176,0.647058824,0
ATP,Grass,3,74.25,15,0.490196078,0.509803922,1
WTA,Hard,3,66.75,32.25,0.339805825,0.660194175,0
ATP,Hard,3,73.5,19.5,0.490196078,0.509803922,1
ATP,Hard,3,72.75,18.75,0.490196078,0.509803922,1
WTA,Hard,3,66.75,36.75,0.330097087,0.669902913,0
WTA,Hard,3,66.75,32.25,0.32038835,0.67961165,0
WTA,Clay,3,66.75,27.75,0.294117647,0.705882353,0
WTA,Hard,3,66.75,36.75,0.262135922,0.737864078,0
ATP,Hard,3,72.25,18.25,0.490196078,0.509803922,1
ATP,Clay,3,72.25,18.25,0.490196078,0.509803922,1
WTA,Grass,3,66.75,32.25,0.203883495,0.796116505,0
WTA,Hard,3,66.75,27.75,0.166666667,0.833333333,0
ATP,Hard,5,66.7,27.7,0.833333333,0.166666667,0
ATP,Hard,5,66.7,31.3,0.631067961,0.368932039,0
ATP,Grass,5,66.7,31.3,0.539215686,0.460784314,0
ATP,Clay,5,66.7,31.3,0.421568627,0.578431373,0
ATP,Hard,5,66.7,27.7,0.291262136,0.708737864,0
ATP,Clay,5,66.7,27.7,0.264705882,0.735294118,0
ATP,Hard,5,66.7,38.8,0.715686275,0.284313725,0
ATP,Grass,5,66.7,38.8,0.480392157,0.519607843,0
ATP,Hard,5,66.7,34.7,0.475728155,0.524271845,0
ATP,Hard,5,66.7,35.7,0.32038835,0.67961165,0
ATP,Grass,5,66.7,38.8,0.225490196,0.774509804,0
ATP,Hard,5,66.6,27.1,0.892156863,0.107843137,0
ATP,Hard,5,66.6,27.6,0.774509804,0.225490196,0
ATP,Hard,5,66.6,38.7,0.32038835,0.67961165,0
ATP,Hard,5,66.6,35.1,0.137254902,0.862745098,0
ATP,Grass,5,66.5,31.1,0.941747573,0.058252427,0
ATP,Hard,3,72.25,18.25,0.490196078,0.509803922,1
ATP,Clay,5,66.5,35,0.893203883,0.106796117,0
ATP,Clay,3,72.25,18.25,0.490196078,0.509803922,1
WTA,Hard,3,66.5,32,0.854368932,0.145631068,0
ATP,Hard,3,71.75,22.25,0.490196078,0.509803922,1
ATP,Clay,3,70.25,20.75,0.490196078,0.509803922,1
ATP,Hard,3,70.25,20.75,0.490196078,0.509803922,1
WTA,Hard,3,66.5,27.5,0.805825243,0.194174757,0
ATP,Hard,3,70,20.5,0.490196078,0.509803922,1
WTA,Hard,3,66.5,27.5,0.786407767,0.213592233,0
ATP,Clay,3,69.75,30,0.490196078,0.509803922,0
ATP,Clay,3,69.5,20,0.490196078,0.509803922,1
WTA,Hard,3,66.5,26.75,0.737864078,0.262135922,0
WTA,Hard,3,66.5,27.5,0.721153846,0.278846154,1
WTA,Hard,3,66.5,32,0.718446602,0.281553398,0
ATP,Clay,3,69.5,29.75,0.490196078,0.509803922,0
ATP,Hard,3,69.25,20.5,0.490196078,0.509803922,1
ATP,Hard,3,69,24.75,0.490196078,0.509803922,0
WTA,Clay,3,66.5,27.5,0.699029126,0.300970874,1
ATP,Hard,3,68.5,24.25,0.490196078,0.509803922,1
ATP,Grass,3,67.25,23,0.490196078,0.509803922,1
ATP,Hard,3,67.25,23,0.490196078,0.509803922,1
WTA,Hard,3,66.5,26.75,0.637254902,0.362745098,0
ATP,Hard,3,66.5,27.5,0.490196078,0.509803922,1
ATP,Clay,3,66.5,32,0.490196078,0.509803922,0
WTA,Hard,3,66.5,32,0.617647059,0.382352941,0
ATP,Hard,3,66.5,26.75,0.490196078,0.509803922,0
WTA,Hard,3,66.5,32,0.611650485,0.388349515,0
ATP,Hard,3,66.25,26.5,0.490196078,0.509803922,0
ATP,Hard,3,65.75,26.75,0.490196078,0.509803922,1
ATP,Grass,3,64.25,29.75,0.490196078,0.509803922,0
WTA,Hard,3,66.5,31.25,0.563106796,0.436893204,0
ATP,Hard,3,63.5,29,0.490196078,0.509803922,0
ATP,Hard,3,63,38.25,0.490196078,0.509803922,0
ATP,Hard,3,62.25,32.25,0.490196078,0.509803922,0
ATP,Hard,3,62.25,32.25,0.490196078,0.509803922,0
WTA,Hard,3,66.5,27.5,0.524271845,0.475728155,1
ATP,Hard,3,62,32,0.490196078,0.509803922,0
ATP,Hard,3,61.5,36.75,0.490196078,0.509803922,0
WTA,Hard,3,66.5,27.5,0.509803922,0.490196078,1
ATP,Hard,3,61.25,37.25,0.490196078,0.509803922,0
ATP,Hard,3,61.25,32,0.490196078,0.509803922,0
ATP,Clay,3,60.5,36.5,0.490196078,0.509803922,0
ATP,Clay,3,60.25,35.5,0.490196078,0.509803922,0
ATP,Hard,3,59.25,39.75,0.490196078,0.509803922,0
WTA,Hard,3,66.5,33.25,0.490196078,0.509803922,0
ATP,Hard,3,57.5,38,0.490196078,0.509803922,0
ATP,Hard,3,55.5,36,0.490196078,0.509803922,0
WTA,Hard,3,66.5,36.5,0.475728155,0.524271845,0
ATP,Hard,3,55.25,40.25,0.490196078,0.509803922,0
ATP,Hard,3,54.25,39.25,0.490196078,0.509803922,0
WTA,Hard,3,66.5,26.75,0.466019417,0.533980583,0
ATP,Grass,3,52,42.25,0.490196078,0.509803922,0
ATP,Hard,3,51,46.5,0.490196078,0.509803922,0
ATP,Clay,3,87.75,5,0.485436893,0.514563107,1
ATP,Clay,3,82.5,8.25,0.485436893,0.514563107,1
WTA,Hard,3,66.5,27.5,0.427184466,0.572815534,1
WTA,Hard,3,66.5,36.5,0.427184466,0.572815534,0
ATP,Clay,3,81.75,8.25,0.485436893,0.514563107,1
ATP,Clay,3,78.25,13.75,0.485436893,0.514563107,1
WTA,Hard,3,66.5,36.5,0.398058252,0.601941748,0
ATP,Clay,3,76.25,12.5,0.485436893,0.514563107,1
WTA,Hard,3,66.5,27.5,0.398058252,0.601941748,0
ATP,Hard,3,76.25,12.5,0.485436893,0.514563107,1
WTA,Hard,3,66.5,32,0.378640777,0.621359223,0
WTA,Grass,3,66.5,26.75,0.359223301,0.640776699,0
ATP,Hard,3,75.5,16.25,0.485436893,0.514563107,1
WTA,Grass,3,66.5,27.5,0.349514563,0.650485437,1
ATP,Hard,3,75,15.75,0.485436893,0.514563107,1
WTA,Hard,3,66.5,36.5,0.339805825,0.660194175,0
ATP,Clay,3,75,15.75,0.485436893,0.514563107,1
ATP,Hard,3,75,15.75,0.485436893,0.514563107,1
WTA,Hard,3,66.5,41.75,0.303921569,0.696078431,0
ATP,Hard,3,74.25,20.25,0.485436893,0.514563107,1
WTA,Hard,3,66.5,32,0.281553398,0.718446602,0
WTA,Hard,3,66.5,27.5,0.254901961,0.745098039,0
ATP,Hard,5,66.5,27,0.254901961,0.745098039,0
WTA,Hard,3,66.5,32,0.223300971,0.776699029,0
ATP,Clay,3,74.25,15,0.485436893,0.514563107,1
WTA,Hard,3,66.5,32,0.194174757,0.805825243,0
WTA,Hard,3,66.5,27.5,0.166666667,0.833333333,1
ATP,Grass,3,74.25,20.25,0.485436893,0.514563107,1
WTA,Hard,3,66.5,36.5,0.137254902,0.862745098,0
ATP,Hard,3,72.75,18.75,0.485436893,0.514563107,1
ATP,Hard,5,66.4,26.9,0.892156863,0.107843137,0
ATP,Grass,5,66.4,27.4,0.87254902,0.12745098,0
ATP,Grass,5,66.4,31,0.666666667,0.333333333,0
ATP,Hard,5,66.4,39.6,0.598039216,0.401960784,0
ATP,Hard,5,66.4,38.5,0.37254902,0.62745098,0
ATP,Grass,5,66.3,27.3,0.911764706,0.088235294,0
ATP,Hard,5,66.3,27.3,0.873786408,0.126213592,0
ATP,Hard,5,66.3,27.3,0.873786408,0.126213592,0
ATP,Grass,5,66.3,27.3,0.833333333,0.166666667,0
ATP,Hard,5,66.3,18.2,0.766990291,0.233009709,1
ATP,Grass,5,66.3,27.3,0.696078431,0.303921569,0
ATP,Hard,5,66.3,26.8,0.514563107,0.485436893,0
ATP,Hard,5,66.3,36.4,0.382352941,0.617647059,0
ATP,Hard,5,66.3,34.8,0.349514563,0.650485437,0
ATP,Hard,5,66.3,35.9,0.252427184,0.747572816,0
ATP,Hard,5,66.3,30.9,0.242718447,0.757281553,0
WTA,Hard,3,66.25,31.75,0.893203883,0.106796117,0
WTA,Hard,3,66.25,31.75,0.823529412,0.176470588,0
WTA,Hard,3,66.25,31.75,0.81372549,0.18627451,0
WTA,Hard,3,66.25,26.5,0.81372549,0.18627451,0
WTA,Grass,3,66.25,31.75,0.798076923,0.201923077,0
WTA,Hard,3,66.25,27.25,0.786407767,0.213592233,0
ATP,Hard,3,72,18,0.485436893,0.514563107,1
ATP,Clay,3,71.75,23,0.485436893,0.514563107,0
ATP,Clay,3,71.75,22.25,0.485436893,0.514563107,1
WTA,Hard,3,66.25,27.25,0.754901961,0.245098039,0
WTA,Hard,3,66.25,31.75,0.737864078,0.262135922,0
ATP,Clay,3,71.5,17.5,0.485436893,0.514563107,1
ATP,Clay,3,71.5,22,0.485436893,0.514563107,1
ATP,Hard,3,71.5,22,0.485436893,0.514563107,1
ATP,Hard,3,70.75,21.25,0.485436893,0.514563107,1
WTA,Grass,3,66.25,31.75,0.660194175,0.339805825,0
ATP,Clay,3,70.75,22,0.485436893,0.514563107,1
WTA,Hard,3,66.25,31.75,0.637254902,0.362745098,0
WTA,Hard,3,66.25,31.75,0.631067961,0.368932039,0
WTA,Hard,3,66.25,31.75,0.621359223,0.378640777,0
ATP,Clay,3,70.25,20.75,0.485436893,0.514563107,1
ATP,Clay,3,70.25,20.75,0.485436893,0.514563107,1
WTA,Hard,3,66.25,31.75,0.603960396,0.396039604,0
ATP,Hard,3,70.25,20.75,0.485436893,0.514563107,1
ATP,Hard,3,69.25,20.5,0.485436893,0.514563107,1
WTA,Hard,3,66.25,27.25,0.582524272,0.417475728,0
WTA,Hard,3,66.25,26.5,0.572815534,0.427184466,0
WTA,Hard,3,66.25,31.75,0.578431373,0.421568627,0
WTA,Hard,3,66.25,31.75,0.572815534,0.427184466,0
WTA,Clay,3,66.25,31.75,0.572815534,0.427184466,0
ATP,Grass,3,69.25,20.5,0.485436893,0.514563107,1
ATP,Hard,3,68,23.75,0.485436893,0.514563107,1
WTA,Grass,3,66.25,31.75,0.563106796,0.436893204,0
WTA,Hard,3,66.25,31.75,0.553398058,0.446601942,0
WTA,Hard,3,66.25,31.75,0.558823529,0.441176471,0
WTA,Hard,3,66.25,27.25,0.564356436,0.435643564,0
ATP,Hard,3,68,23.75,0.485436893,0.514563107,1
WTA,Grass,3,66.25,31.75,0.553398058,0.446601942,0
WTA,Hard,3,66.25,26.5,0.54368932,0.45631068,0
ATP,Hard,3,67,27.25,0.485436893,0.514563107,0
ATP,Clay,3,65.5,30.25,0.485436893,0.514563107,0
ATP,Grass,3,65.5,25.75,0.485436893,0.514563107,0
WTA,Hard,3,66.25,26.5,0.514563107,0.485436893,0
ATP,Hard,3,65,26,0.485436893,0.514563107,1
ATP,Clay,3,65,30.5,0.485436893,0.514563107,0
WTA,Hard,3,66.25,26.5,0.5,0.5,0
ATP,Hard,3,64.75,30.25,0.485436893,0.514563107,0
ATP,Clay,3,64.75,30.25,0.485436893,0.514563107,0
ATP,Clay,3,63.25,33.25,0.485436893,0.514563107,0
ATP,Hard,3,63,33,0.485436893,0.514563107,0
WTA,Grass,3,66.25,31.75,0.475728155,0.524271845,0
ATP,Hard,3,62,32.75,0.485436893,0.514563107,0
ATP,Hard,3,61.5,31.5,0.485436893,0.514563107,0
ATP,Clay,3,60.5,35.75,0.485436893,0.514563107,0
WTA,Hard,3,66.25,26.5,0.421568627,0.578431373,0
ATP,Clay,3,59.5,35.5,0.485436893,0.514563107,0
ATP,Hard,3,58.75,34,0.485436893,0.514563107,0
ATP,Clay,3,58.5,33.75,0.485436893,0.514563107,0
WTA,Hard,3,66.25,31.75,0.378640777,0.621359223,0
ATP,Hard,3,58,33.25,0.485436893,0.514563107,0
ATP,Hard,3,57.25,37,0.485436893,0.514563107,0
ATP,Clay,3,57,37.5,0.485436893,0.514563107,0
WTA,Hard,3,66.25,31.75,0.330097087,0.669902913,0
WTA,Hard,3,66.25,26.5,0.31372549,0.68627451,0
ATP,Clay,3,56.75,37.25,0.485436893,0.514563107,0
WTA,Grass,3,66.25,26.5,0.303921569,0.696078431,0
WTA,Hard,3,66.25,31.75,0.300970874,0.699029126,0
ATP,Hard,3,54.25,39.25,0.485436893,0.514563107,0
WTA,Hard,3,66.25,37,0.274509804,0.725490196,0
WTA,Hard,3,66.25,31.75,0.235294118,0.764705882,0
ATP,Hard,3,53.75,38.75,0.485436893,0.514563107,0
ATP,Grass,3,53.5,38.5,0.485436893,0.514563107,0
WTA,Hard,3,66.25,31.75,0.166666667,0.833333333,0
ATP,Hard,3,49.75,45.25,0.485436893,0.514563107,0
ATP,Clay,5,66.2,27.2,0.951456311,0.048543689,0
ATP,Hard,5,66.2,27.2,0.805825243,0.194174757,0
ATP,Hard,5,66.2,38.3,0.735294118,0.264705882,0
ATP,Clay,5,66.2,30.8,0.368932039,0.631067961,0
ATP,Hard,5,66.1,31.2,0.786407767,0.213592233,0
ATP,Grass,5,66.1,27.6,0.754901961,0.245098039,0
ATP,Grass,5,66.1,30.7,0.378640777,0.621359223,0
ATP,Grass,5,66.1,30.7,0.368932039,0.631067961,0
ATP,Hard,5,66.1,34.8,0.264705882,0.735294118,0
WTA,Hard,3,66,31.5,0.883495146,0.116504854,0
ATP,Hard,5,66,31.1,0.882352941,0.117647059,0
ATP,Clay,3,77,13.25,0.485148515,0.514851485,1
ATP,Clay,3,82.5,9,0.480392157,0.519607843,1
WTA,Hard,3,66,31.5,0.833333333,0.166666667,0
WTA,Hard,3,66,31.5,0.825242718,0.174757282,0
ATP,Clay,3,81.75,7.5,0.480392157,0.519607843,1
WTA,Hard,3,66,27,0.794117647,0.205882353,0
WTA,Hard,3,66,27,0.794117647,0.205882353,0
ATP,Hard,3,75,15.75,0.480392157,0.519607843,1
WTA,Grass,3,66,31.5,0.766990291,0.233009709,0
ATP,Clay,3,75,15.75,0.480392157,0.519607843,1
ATP,Clay,3,74.25,20.25,0.480392157,0.519607843,1
WTA,Hard,3,66,36.75,0.735294118,0.264705882,0
WTA,Hard,3,66,32.25,0.68627451,0.31372549,0
ATP,Hard,3,73,19,0.480392157,0.519607843,1
ATP,Hard,3,72,18,0.480392157,0.519607843,1
WTA,Clay,3,66,27,0.666666667,0.333333333,0
ATP,Clay,3,71.75,22.25,0.480392157,0.519607843,1
ATP,Clay,3,71.5,22,0.480392157,0.519607843,1
WTA,Grass,3,66,31.5,0.637254902,0.362745098,0
WTA,Grass,3,66,27,0.637254902,0.362745098,0
ATP,Hard,3,71.5,22.75,0.480392157,0.519607843,1
WTA,Hard,3,66,36,0.631067961,0.368932039,0
ATP,Clay,3,71.5,22,0.480392157,0.519607843,1
ATP,Hard,5,66,27,0.617647059,0.382352941,0
WTA,Hard,3,66,36.75,0.607843137,0.392156863,0
WTA,Grass,3,66,32.25,0.59223301,0.40776699,0
ATP,Hard,3,70.25,26.5,0.480392157,0.519607843,0
ATP,Hard,5,66,38.1,0.588235294,0.411764706,0
ATP,Hard,3,70,21.25,0.480392157,0.519607843,1
ATP,Grass,5,66,27,0.582524272,0.417475728,0
WTA,Hard,3,66,31.5,0.582524272,0.417475728,0
ATP,Hard,3,69.25,20.5,0.480392157,0.519607843,1
WTA,Hard,3,66,27,0.567307692,0.432692308,0
ATP,Hard,3,69.25,25,0.480392157,0.519607843,1
ATP,Clay,3,68,23.75,0.480392157,0.519607843,1
WTA,Hard,3,66,27,0.549019608,0.450980392,0
ATP,Hard,3,67.25,23,0.480392157,0.519607843,1
ATP,Clay,3,67.25,27.5,0.480392157,0.519607843,0
WTA,Hard,3,66,31.5,0.514563107,0.485436893,0
ATP,Clay,3,66.25,26.5,0.480392157,0.519607843,0
ATP,Hard,5,66,30.6,0.490196078,0.509803922,0
ATP,Grass,5,66,30.6,0.480392157,0.519607843,0
WTA,Hard,3,66,31.5,0.466019417,0.533980583,0
WTA,Hard,3,66,27,0.45631068,0.54368932,0
WTA,Hard,3,66,31.5,0.431372549,0.568627451,0
WTA,Grass,3,66,27,0.427184466,0.572815534,0
ATP,Clay,3,64.75,25.75,0.480392157,0.519607843,0
WTA,Hard,3,66,31.5,0.401960784,0.598039216,0
WTA,Hard,3,66,27,0.388349515,0.611650485,0
ATP,Hard,3,61.5,31.5,0.480392157,0.519607843,0
ATP,Clay,3,60,35.25,0.480392157,0.519607843,0
ATP,Hard,3,58.75,34,0.480392157,0.519607843,0
WTA,Hard,3,66,32.25,0.235294118,0.764705882,0
WTA,Clay,3,66,41.25,0.228571429,0.771428571,0
WTA,Grass,3,66,27,0.225490196,0.774509804,0
WTA,Hard,3,66,27,0.223300971,0.776699029,0
WTA,Grass,3,66,32.25,0.194174757,0.805825243,0
ATP,Hard,5,65.9,26.9,0.87254902,0.12745098,0
ATP,Hard,5,65.9,30.5,0.72815534,0.27184466,0
ATP,Grass,5,65.9,26.9,0.294117647,0.705882353,0
ATP,Hard,5,65.9,26.4,0.27184466,0.72815534,0
ATP,Hard,5,65.9,30.5,0.184466019,0.815533981,0
ATP,Hard,5,65.9,30.5,0.145631068,0.854368932,0
ATP,Hard,5,65.8,30.9,0.774509804,0.225490196,0
ATP,Grass,5,65.8,26.8,0.705882353,0.294117647,0
ATP,Hard,5,65.8,30.4,0.398058252,0.601941748,0
ATP,Grass,5,65.8,26.8,0.37254902,0.62745098,0
ATP,Hard,5,65.8,30.4,0.174757282,0.825242718,0
WTA,Hard,3,65.75,31.25,0.912621359,0.087378641,0
WTA,Hard,3,65.75,36.5,0.871287129,0.128712871,0
ATP,Grass,3,58.5,33.75,0.480392157,0.519607843,0
ATP,Grass,3,58,33.25,0.480392157,0.519607843,0
ATP,Hard,3,57.75,37.5,0.480392157,0.519607843,0
ATP,Clay,3,57.25,37,0.480392157,0.519607843,0
WTA,Hard,3,65.75,31.25,0.774509804,0.225490196,0
ATP,Grass,3,57,37.5,0.480392157,0.519607843,0
ATP,Grass,3,54.75,39.75,0.480392157,0.519607843,0
ATP,Clay,3,54.5,39.5,0.480392157,0.519607843,0
ATP,Hard,3,52.25,42.5,0.480392157,0.519607843,0
ATP,Clay,3,87.75,5,0.475728155,0.524271845,1
ATP,Clay,3,86.5,8.25,0.475728155,0.524271845,1
ATP,Clay,3,79.5,16.25,0.475728155,0.524271845,0
ATP,Hard,3,77,12.5,0.475728155,0.524271845,1
ATP,Hard,3,77,12.5,0.475728155,0.524271845,1
WTA,Hard,3,65.75,26.75,0.699029126,0.300970874,1
ATP,Hard,3,74.75,15.5,0.475728155,0.524271845,1
ATP,Hard,3,74.25,15,0.475728155,0.524271845,1
ATP,Hard,3,74.25,15,0.475728155,0.524271845,1
ATP,Grass,3,74.25,15,0.475728155,0.524271845,1
WTA,Hard,3,65.75,30.5,0.660194175,0.339805825,0
ATP,Clay,3,73.5,18.75,0.475728155,0.524271845,1
ATP,Clay,3,72.75,18.75,0.475728155,0.524271845,1
ATP,Hard,3,71.5,17.5,0.475728155,0.524271845,1
ATP,Clay,3,71,21.5,0.475728155,0.524271845,1
WTA,Hard,3,65.75,31.25,0.633663366,0.366336634,0
WTA,Hard,3,65.75,35.75,0.62745098,0.37254902,0
WTA,Hard,3,65.75,35.75,0.621359223,0.378640777,0
ATP,Hard,3,70,21.25,0.475728155,0.524271845,1
ATP,Hard,3,69.5,20,0.475728155,0.524271845,1
ATP,Hard,3,68.75,24.5,0.475728155,0.524271845,1
ATP,Grass,3,68.25,24,0.475728155,0.524271845,0
ATP,Hard,3,68,23.75,0.475728155,0.524271845,0
ATP,Hard,3,68,23.75,0.475728155,0.524271845,1
ATP,Grass,3,68,23.75,0.475728155,0.524271845,1
ATP,Hard,3,67.25,23,0.475728155,0.524271845,1
ATP,Hard,3,66.5,27.5,0.475728155,0.524271845,1
WTA,Hard,3,65.75,30.5,0.553398058,0.446601942,0
ATP,Hard,3,66.25,31.75,0.475728155,0.524271845,0
WTA,Hard,3,65.75,35.75,0.529411765,0.470588235,0
ATP,Clay,3,65.75,26.75,0.475728155,0.524271845,1
ATP,Hard,3,65.5,26.5,0.475728155,0.524271845,0
ATP,Clay,3,65.5,26.5,0.475728155,0.524271845,0
ATP,Clay,3,65,26,0.475728155,0.524271845,0
ATP,Clay,3,65,30.5,0.475728155,0.524271845,0
WTA,Grass,3,65.75,31.25,0.485436893,0.514563107,0
ATP,Hard,3,64.25,29,0.475728155,0.524271845,0
ATP,Hard,3,63.5,29,0.475728155,0.524271845,0
ATP,Clay,3,62.25,32.25,0.475728155,0.524271845,0
WTA,Hard,3,65.75,31.25,0.441176471,0.558823529,0
ATP,Hard,3,62,32.75,0.475728155,0.524271845,0
WTA,Hard,3,65.75,26.75,0.436893204,0.563106796,0
ATP,Hard,3,62,37.25,0.475728155,0.524271845,0
ATP,Hard,3,61.25,36.5,0.475728155,0.524271845,0
WTA,Hard,3,65.75,32,0.427184466,0.572815534,0
ATP,Hard,3,60,35.25,0.475728155,0.524271845,0
ATP,Hard,3,60,35.25,0.475728155,0.524271845,0
ATP,Clay,3,59.75,40.25,0.475728155,0.524271845,0
ATP,Hard,3,58.25,34.25,0.475728155,0.524271845,0
ATP,Hard,3,56,36.5,0.475728155,0.524271845,0
WTA,Hard,3,65.75,35,0.401960784,0.598039216,0
ATP,Hard,3,54,39,0.475728155,0.524271845,0
ATP,Hard,3,53.5,38.5,0.475728155,0.524271845,0
ATP,Hard,3,53.25,39,0.475728155,0.524271845,0
ATP,Hard,3,52.25,42.5,0.475728155,0.524271845,0
ATP,Hard,3,50.25,45,0.475728155,0.524271845,0
ATP,Clay,3,49.75,45.25,0.475728155,0.524271845,0
ATP,Grass,3,71.5,22,0.475247525,0.524752475,1
ATP,Clay,3,58,37.75,0.474747475,0.525252525,0
WTA,Hard,3,65.75,35.75,0.349514563,0.650485437,0
ATP,Hard,3,73.5,25.25,0.471153846,0.528846154,0
ATP,Clay,3,66.25,27.25,0.471153846,0.528846154,0
ATP,Clay,3,76.25,12.5,0.470588235,0.529411765,1
WTA,Hard,3,65.75,31.25,0.339805825,0.660194175,0
ATP,Clay,3,74.25,15,0.470588235,0.529411765,1
ATP,Clay,3,72.75,18.75,0.470588235,0.529411765,1
ATP,Hard,3,72.25,18.25,0.470588235,0.529411765,1
ATP,Hard,3,72,18,0.470588235,0.529411765,1
ATP,Clay,3,71.5,17.5,0.470588235,0.529411765,1
ATP,Hard,3,70.75,22,0.470588235,0.529411765,1
ATP,Hard,3,70,20.5,0.470588235,0.529411765,1
ATP,Hard,3,69.5,20,0.470588235,0.529411765,1
ATP,Clay,3,68,23.75,0.470588235,0.529411765,1
WTA,Hard,3,65.75,31.25,0.242718447,0.757281553,0
ATP,Hard,3,67.25,23,0.470588235,0.529411765,1
WTA,Hard,3,65.75,35.75,0.225490196,0.774509804,0
ATP,Clay,3,67,28,0.470588235,0.529411765,0
ATP,Hard,5,65.7,30.8,0.747572816,0.252427184,0
ATP,Clay,5,65.7,34.2,0.737864078,0.262135922,0
ATP,Hard,5,65.7,30.3,0.705882353,0.294117647,0
ATP,Clay,5,65.7,30.8,0.254901961,0.745098039,0
ATP,Hard,5,65.7,37.8,0.696078431,0.303921569,0
ATP,Hard,5,65.7,34.4,0.660194175,0.339805825,0
ATP,Hard,5,65.7,37.8,0.485714286,0.514285714,0
ATP,Clay,5,65.6,41.3,0.844660194,0.155339806,0
ATP,Grass,5,65.6,30.7,0.786407767,0.213592233,0
ATP,Clay,5,65.6,30.7,0.735294118,0.264705882,0
ATP,Hard,5,65.6,30.7,0.705882353,0.294117647,0
ATP,Hard,5,65.6,30.7,0.514563107,0.485436893,0
ATP,Clay,5,65.6,30.2,0.417475728,0.582524272,0
ATP,Hard,5,65.6,30.2,0.32038835,0.67961165,0
ATP,Grass,5,65.6,38.2,0.303921569,0.696078431,0
ATP,Clay,3,62.75,28.25,0.470588235,0.529411765,0
ATP,Hard,5,65.5,41.2,0.892156863,0.107843137,0
ATP,Grass,3,61.25,36.5,0.470588235,0.529411765,0
WTA,Hard,3,65.5,31,0.833333333,0.166666667,0
ATP,Clay,3,59.25,34.5,0.470588235,0.529411765,0
WTA,Hard,3,65.5,31,0.786407767,0.213592233,0
ATP,Hard,3,59.25,39.75,0.470588235,0.529411765,0
WTA,Hard,3,65.5,36.25,0.774509804,0.225490196,0
WTA,Grass,3,65.5,31,0.766990291,0.233009709,0
ATP,Clay,3,58.5,39,0.470588235,0.529411765,0
WTA,Grass,3,65.5,31,0.757281553,0.242718447,0
ATP,Hard,3,58,38.5,0.470588235,0.529411765,0
WTA,Hard,3,65.5,31,0.718446602,0.281553398,0
WTA,Hard,3,65.5,31,0.718446602,0.281553398,0
WTA,Hard,3,65.5,32.25,0.68627451,0.31372549,0
WTA,Clay,3,65.5,31,0.67961165,0.32038835,0
ATP,Grass,3,58,33.25,0.470588235,0.529411765,0
ATP,Hard,3,56.75,37.25,0.470588235,0.529411765,0
WTA,Hard,3,65.5,26.5,0.666666667,0.333333333,0
WTA,Hard,3,65.5,26.5,0.660194175,0.339805825,0
WTA,Hard,3,65.5,36.25,0.660194175,0.339805825,0
WTA,Hard,3,65.5,25.75,0.640776699,0.359223301,0
ATP,Hard,3,54.25,39.25,0.470588235,0.529411765,0
ATP,Hard,3,53.75,38.75,0.470588235,0.529411765,0
